PNR,age,is_regular,days_before_flight,no_show_prob,no_show
PNR10030093,57,0,1,0.25083333333333335,0
PNR10030094,34,0,180,0.27,1
PNR10030095,35,0,34,0.14833333333333334,0
PNR10030096,54,1,56,0.08666666666666667,0
PNR10030097,29,0,7,0.12583333333333335,0
PNR10030098,34,1,128,0.15666666666666668,0
PNR10030099,32,0,1,0.12083333333333335,1
PNR10030100,54,0,11,0.11916666666666667,0
PNR10030101,21,0,27,0.2225,0
PNR10030102,22,0,18,0.21500000000000002,0
PNR10030103,27,0,52,0.16333333333333333,0
PNR10030104,63,1,55,0.22583333333333333,0
PNR10030105,44,0,3,0.1125,0
PNR10030106,36,1,39,0.0725,0
PNR10030107,62,1,32,0.20666666666666667,0
PNR10030108,37,1,57,0.0875,0
PNR10030109,53,1,10,0.048333333333333325,0
PNR10030110,28,1,80,0.11666666666666667,1
PNR10030111,24,1,2,0.13166666666666668,0
PNR10030112,35,0,83,0.18916666666666668,0
PNR10030113,30,0,64,0.17333333333333334,0
PNR10030114,37,0,8,0.11666666666666667,0
PNR10030115,49,1,1,0.040833333333333326,0
PNR10030116,46,0,2,0.11166666666666666,0
PNR10030117,70,1,53,0.22416666666666665,0
PNR10030118,21,0,16,0.21333333333333335,0
PNR10030119,19,1,32,0.15666666666666668,0
PNR10030120,46,1,34,0.06833333333333333,0
PNR10030121,50,0,35,0.13916666666666666,0
PNR10030122,30,1,1,0.050833333333333335,0
PNR10030123,38,1,2,0.04166666666666666,0
PNR10030124,63,1,10,0.18833333333333332,0
PNR10030125,55,0,39,0.14250000000000002,0
PNR10030126,40,0,20,0.12666666666666668,0
PNR10030127,27,0,20,0.1366666666666667,1
PNR10030128,42,0,10,0.11833333333333333,0
PNR10030129,23,1,37,0.16083333333333333,1
PNR10030130,31,1,11,0.05916666666666667,0
PNR10030131,29,1,23,0.06916666666666667,0
PNR10030132,42,0,37,0.14083333333333334,0
PNR10030133,57,0,28,0.2733333333333333,0
PNR10030134,21,0,9,0.20750000000000002,0
PNR10030135,23,1,24,0.15,0
PNR10030136,28,0,13,0.13083333333333333,0
PNR10030137,28,1,1,0.050833333333333335,0
PNR10030138,31,0,6,0.125,0
PNR10030139,63,0,36,0.28,1
PNR10030140,33,0,20,0.1366666666666667,1
PNR10030141,20,0,8,0.20666666666666667,0
PNR10030142,47,0,1,0.11083333333333334,0
PNR10030143,21,0,17,0.21416666666666667,0
PNR10030144,46,1,11,0.049166666666666664,0
PNR10030145,49,0,14,0.12166666666666667,0
PNR10030146,27,1,9,0.0575,0
PNR10030147,24,1,114,0.22499999999999998,0
PNR10030148,51,0,50,0.15166666666666667,0
PNR10030149,70,1,11,0.18916666666666665,1
PNR10030150,48,1,23,0.05916666666666666,0
PNR10030151,35,0,25,0.14083333333333334,0
PNR10030152,40,0,7,0.11583333333333333,0
PNR10030153,33,1,44,0.08666666666666667,0
PNR10030154,26,0,60,0.17,0
PNR10030155,33,0,28,0.14333333333333334,0
PNR10030156,33,0,60,0.17,0
PNR10030157,72,0,26,0.27166666666666667,1
PNR10030158,49,0,25,0.13083333333333333,1
PNR10030159,27,1,21,0.0675,0
PNR10030160,36,1,15,0.05249999999999999,0
PNR10030161,38,0,24,0.13,0
PNR10030162,24,1,90,0.20500000000000002,0
PNR10030163,48,1,62,0.09166666666666666,0
PNR10030164,30,1,19,0.06583333333333333,1
PNR10030165,30,0,5,0.12416666666666668,0
PNR10030166,40,0,16,0.12333333333333334,0
PNR10030167,30,0,36,0.15000000000000002,0
PNR10030168,33,1,4,0.05333333333333334,0
PNR10030169,62,0,12,0.26,1
PNR10030170,55,1,52,0.08333333333333331,0
PNR10030171,60,0,18,0.265,0
PNR10030172,27,1,19,0.06583333333333333,0
PNR10030173,42,1,13,0.05083333333333333,0
PNR10030174,51,1,32,0.06666666666666667,0
PNR10030175,62,1,10,0.18833333333333332,1
PNR10030176,34,0,1,0.12083333333333335,0
PNR10030177,33,0,71,0.17916666666666667,0
PNR10030178,24,0,3,0.2025,1
PNR10030179,39,0,37,0.14083333333333334,0
PNR10030180,53,0,20,0.12666666666666668,0
PNR10030181,28,0,42,0.155,0
PNR10030182,52,0,38,0.14166666666666666,0
PNR10030183,18,0,29,0.22416666666666668,0
PNR10030184,20,1,2,0.13166666666666668,0
PNR10030185,21,0,9,0.20750000000000002,1
PNR10030186,49,0,16,0.12333333333333334,0
PNR10030187,42,0,1,0.11083333333333334,1
PNR10030188,47,1,102,0.12499999999999999,0
PNR10030189,65,0,7,0.25583333333333336,0
PNR10030190,22,1,146,0.25166666666666665,1
PNR10030191,25,0,7,0.20583333333333334,0
PNR10030192,50,0,36,0.14,0
PNR10030193,38,0,20,0.12666666666666668,0
PNR10030194,48,0,10,0.11833333333333333,0
PNR10030195,32,1,39,0.0825,1
PNR10030196,61,0,24,0.27,1
PNR10030197,24,1,32,0.15666666666666668,1
PNR10030198,20,0,23,0.21916666666666668,1
PNR10030199,32,0,2,0.12166666666666667,0
PNR10030200,63,0,106,0.3383333333333333,0
PNR10030201,63,0,28,0.2733333333333333,0
PNR10030202,39,0,44,0.14666666666666667,0
PNR10030203,53,0,6,0.115,0
PNR10030204,27,1,28,0.07333333333333333,0
PNR10030205,44,0,33,0.1375,0
PNR10030206,34,0,17,0.13416666666666668,0
PNR10030207,43,0,12,0.12,0
PNR10030208,59,1,34,0.20833333333333331,0
PNR10030209,60,1,98,0.26166666666666666,1
PNR10030210,30,1,29,0.07416666666666667,0
PNR10030211,49,0,29,0.13416666666666666,0
PNR10030212,20,0,11,0.20916666666666667,0
PNR10030213,53,1,6,0.04499999999999999,0
PNR10030214,41,0,63,0.1625,1
PNR10030215,48,0,1,0.11083333333333334,0
PNR10030216,22,1,33,0.1575,0
PNR10030217,42,0,26,0.13166666666666665,0
PNR10030218,48,1,35,0.06916666666666665,0
PNR10030219,64,0,57,0.2975,0
PNR10030220,39,1,46,0.07833333333333332,0
PNR10030221,37,0,19,0.12583333333333332,0
PNR10030222,19,0,14,0.21166666666666667,0
PNR10030223,47,1,15,0.05249999999999999,0
PNR10030224,45,1,20,0.05666666666666666,0
PNR10030225,39,0,38,0.14166666666666666,1
PNR10030226,36,0,45,0.1475,0
PNR10030227,28,0,14,0.13166666666666668,1
PNR10030228,49,0,15,0.1225,1
PNR10030229,39,0,108,0.2,0
PNR10030230,49,0,59,0.15916666666666668,0
PNR10030231,20,1,7,0.13583333333333333,0
PNR10030232,23,0,18,0.21500000000000002,1
PNR10030233,28,0,83,0.18916666666666668,0
PNR10030234,21,1,3,0.1325,0
PNR10030235,24,1,92,0.20666666666666667,0
PNR10030236,18,1,106,0.21833333333333332,0
PNR10030237,53,1,2,0.04166666666666666,0
PNR10030238,58,0,8,0.25666666666666665,1
PNR10030239,31,0,1,0.12083333333333335,0
PNR10030240,22,1,66,0.185,0
PNR10030241,31,1,4,0.05333333333333334,0
PNR10030242,61,0,10,0.25833333333333336,1
PNR10030243,44,0,78,0.175,0
PNR10030244,32,1,14,0.06166666666666667,0
PNR10030245,72,1,14,0.19166666666666665,0
PNR10030246,45,0,11,0.11916666666666667,0
PNR10030247,33,1,74,0.11166666666666666,0
PNR10030248,31,0,128,0.22666666666666668,0
PNR10030249,48,0,59,0.15916666666666668,0
PNR10030250,23,0,8,0.20666666666666667,0
PNR10030251,39,0,31,0.13583333333333333,0
PNR10030252,32,0,17,0.13416666666666668,1
PNR10030253,58,1,54,0.22499999999999998,1
PNR10030254,19,0,53,0.24416666666666667,0
PNR10030255,71,0,24,0.27,0
PNR10030256,39,1,61,0.09083333333333332,0
PNR10030257,32,1,9,0.0575,1
PNR10030258,63,1,28,0.20333333333333334,1
PNR10030259,59,0,93,0.3275,0
PNR10030260,34,1,14,0.06166666666666667,0
PNR10030261,51,0,61,0.16083333333333333,0
PNR10030262,66,0,27,0.2725,0
PNR10030263,32,0,23,0.13916666666666666,0
PNR10030264,51,1,24,0.06,0
PNR10030265,51,0,64,0.16333333333333333,0
PNR10030266,70,0,35,0.2791666666666667,0
PNR10030267,47,1,14,0.05166666666666666,0
PNR10030268,54,0,10,0.11833333333333333,0
PNR10030269,52,0,82,0.17833333333333334,1
PNR10030270,47,0,33,0.1375,0
PNR10030271,50,0,50,0.15166666666666667,0
PNR10030272,29,0,5,0.12416666666666668,0
PNR10030273,30,0,60,0.17,0
PNR10030274,30,0,49,0.16083333333333333,0
PNR10030275,75,0,51,0.2925,1
PNR10030276,39,1,1,0.040833333333333326,0
PNR10030277,31,0,30,0.14500000000000002,0
PNR10030278,28,0,19,0.13583333333333333,0
PNR10030279,30,0,9,0.1275,0
PNR10030280,28,0,92,0.19666666666666666,0
PNR10030281,71,0,69,0.3075,0
PNR10030282,20,0,15,0.21250000000000002,0
PNR10030283,37,0,51,0.1525,0
PNR10030284,43,1,22,0.05833333333333333,0
PNR10030285,28,0,52,0.16333333333333333,0
PNR10030286,34,1,28,0.07333333333333333,0
PNR10030287,54,0,58,0.15833333333333333,0
PNR10030288,47,0,4,0.11333333333333333,1
PNR10030289,32,1,39,0.0825,0
PNR10030290,57,1,9,0.1875,0
PNR10030291,27,1,10,0.058333333333333334,0
PNR10030292,68,0,14,0.26166666666666666,1
PNR10030293,57,1,3,0.1825,0
PNR10030294,57,0,38,0.2816666666666667,0
PNR10030295,27,0,117,0.21750000000000003,0
PNR10030296,19,0,14,0.21166666666666667,0
PNR10030297,51,0,1,0.11083333333333334,0
PNR10030298,67,0,14,0.26166666666666666,0
PNR10030299,19,1,1,0.13083333333333333,1
PNR10030300,51,1,26,0.06166666666666666,0
PNR10030301,47,1,38,0.07166666666666666,0
PNR10030302,21,0,10,0.20833333333333334,0
PNR10030303,47,0,5,0.11416666666666667,0
PNR10030304,19,0,1,0.20083333333333334,1
PNR10030305,66,0,62,0.30166666666666664,1
PNR10030306,42,1,21,0.057499999999999996,0
PNR10030307,43,0,2,0.11166666666666666,0
PNR10030308,30,0,12,0.13,1
PNR10030309,42,1,17,0.05416666666666666,0
PNR10030310,32,0,15,0.1325,0
PNR10030311,28,1,59,0.09916666666666667,1
PNR10030312,50,0,16,0.12333333333333334,0
PNR10030313,67,1,9,0.1875,0
PNR10030314,34,0,16,0.13333333333333333,1
PNR10030315,32,0,13,0.13083333333333333,0
PNR10030316,22,0,2,0.2016666666666667,0
PNR10030317,66,0,135,0.3625,1
PNR10030318,55,0,18,0.125,1
PNR10030319,20,0,6,0.20500000000000002,0
PNR10030320,68,1,19,0.19583333333333333,1
PNR10030321,48,0,22,0.12833333333333333,0
PNR10030322,27,1,15,0.0625,0
PNR10030323,29,0,12,0.13,0
PNR10030324,43,0,36,0.14,1
PNR10030325,40,0,33,0.1375,0
PNR10030326,20,0,11,0.20916666666666667,0
PNR10030327,42,0,24,0.13,1
PNR10030328,42,1,4,0.04333333333333333,0
PNR10030329,24,1,20,0.14666666666666667,0
PNR10030330,35,0,20,0.1366666666666667,0
PNR10030331,69,0,6,0.255,0
PNR10030332,51,0,6,0.115,0
PNR10030333,69,1,4,0.18333333333333332,0
PNR10030334,18,0,60,0.25,1
PNR10030335,19,0,39,0.2325,0
PNR10030336,22,0,6,0.20500000000000002,0
PNR10030337,50,1,54,0.08499999999999999,0
PNR10030338,27,0,11,0.12916666666666668,0
PNR10030339,45,0,12,0.12,0
PNR10030340,43,0,1,0.11083333333333334,0
PNR10030341,49,0,38,0.14166666666666666,0
PNR10030342,37,1,7,0.04583333333333333,0
PNR10030343,63,0,18,0.265,1
PNR10030344,23,0,4,0.20333333333333334,0
PNR10030345,37,0,45,0.1475,0
PNR10030346,44,0,20,0.12666666666666668,0
PNR10030347,50,1,84,0.10999999999999999,0
PNR10030348,22,1,7,0.13583333333333333,0
PNR10030349,31,0,1,0.12083333333333335,0
PNR10030350,22,0,12,0.21000000000000002,1
PNR10030351,55,0,22,0.12833333333333333,0
PNR10030352,27,0,26,0.14166666666666666,0
PNR10030353,26,1,52,0.09333333333333332,0
PNR10030354,34,0,24,0.14,0
PNR10030355,21,1,5,0.13416666666666668,0
PNR10030356,39,0,27,0.1325,1
PNR10030357,34,0,5,0.12416666666666668,0
PNR10030358,32,0,51,0.1625,0
PNR10030359,23,1,2,0.13166666666666668,0
PNR10030360,28,0,5,0.12416666666666668,0
PNR10030361,18,1,15,0.14250000000000002,0
PNR10030362,64,0,7,0.25583333333333336,1
PNR10030363,53,1,24,0.06,0
PNR10030364,34,0,39,0.15250000000000002,0
PNR10030365,47,1,36,0.06999999999999999,0
PNR10030366,58,1,4,0.18333333333333332,0
PNR10030367,27,1,57,0.0975,0
PNR10030368,58,0,8,0.25666666666666665,1
PNR10030369,58,1,4,0.18333333333333332,0
PNR10030370,49,0,16,0.12333333333333334,0
PNR10030371,62,0,1,0.25083333333333335,1
PNR10030372,34,0,5,0.12416666666666668,1
PNR10030373,57,1,26,0.20166666666666666,0
PNR10030374,41,0,1,0.11083333333333334,0
PNR10030375,51,0,17,0.12416666666666666,0
PNR10030376,44,0,45,0.1475,1
PNR10030377,22,0,9,0.20750000000000002,0
PNR10030378,53,1,53,0.08416666666666667,0
PNR10030379,41,0,98,0.19166666666666665,1
PNR10030380,24,0,29,0.22416666666666668,1
PNR10030381,49,0,64,0.16333333333333333,0
PNR10030382,18,0,53,0.24416666666666667,0
PNR10030383,71,0,31,0.2758333333333333,1
PNR10030384,30,0,12,0.13,0
PNR10030385,60,0,12,0.26,1
PNR10030386,56,0,55,0.29583333333333334,0
PNR10030387,67,1,5,0.18416666666666667,0
PNR10030388,49,1,58,0.08833333333333332,0
PNR10030389,19,1,9,0.1375,0
PNR10030390,32,1,49,0.09083333333333332,0
PNR10030391,21,0,36,0.23,0
PNR10030392,32,0,15,0.1325,0
PNR10030393,59,0,2,0.25166666666666665,1
PNR10030394,22,0,14,0.21166666666666667,0
PNR10030395,50,1,4,0.04333333333333333,0
PNR10030396,31,1,14,0.06166666666666667,0
PNR10030397,29,1,6,0.055,0
PNR10030398,51,0,130,0.21833333333333332,0
PNR10030399,32,1,52,0.09333333333333332,0
PNR10030400,24,1,57,0.1775,0
PNR10030401,28,0,32,0.14666666666666667,0
PNR10030402,64,0,11,0.25916666666666666,0
PNR10030403,51,1,20,0.05666666666666666,0
PNR10030404,47,1,88,0.11333333333333333,0
PNR10030405,34,1,35,0.07916666666666666,0
PNR10030406,24,0,104,0.2866666666666667,1
PNR10030407,47,1,23,0.05916666666666666,0
PNR10030408,27,0,1,0.12083333333333335,0
PNR10030409,33,0,15,0.1325,0
PNR10030410,48,0,34,0.13833333333333334,0
PNR10030411,74,1,70,0.23833333333333334,0
PNR10030412,28,0,59,0.1691666666666667,1
PNR10030413,52,0,27,0.1325,0
PNR10030414,42,0,44,0.14666666666666667,1
PNR10030415,48,0,30,0.135,1
PNR10030416,66,0,34,0.2783333333333333,1
PNR10030417,62,1,21,0.19749999999999998,0
PNR10030418,63,0,10,0.25833333333333336,0
PNR10030419,74,1,57,0.22749999999999998,0
PNR10030420,50,0,21,0.1275,0
PNR10030421,63,1,9,0.1875,0
PNR10030422,53,0,25,0.13083333333333333,1
PNR10030423,53,0,45,0.1475,0
PNR10030424,50,0,11,0.11916666666666667,0
PNR10030425,20,1,26,0.15166666666666667,0
PNR10030426,44,0,35,0.13916666666666666,0
PNR10030427,35,0,26,0.14166666666666666,0
PNR10030428,40,0,91,0.18583333333333332,1
PNR10030429,46,0,26,0.13166666666666665,0
PNR10030430,70,0,26,0.27166666666666667,1
PNR10030431,44,0,35,0.13916666666666666,0
PNR10030432,68,1,5,0.18416666666666667,0
PNR10030433,30,0,13,0.13083333333333333,0
PNR10030434,35,0,33,0.14750000000000002,0
PNR10030435,43,0,10,0.11833333333333333,0
PNR10030436,19,0,23,0.21916666666666668,0
PNR10030437,45,0,25,0.13083333333333333,0
PNR10030438,34,1,32,0.07666666666666667,0
PNR10030439,63,1,19,0.19583333333333333,0
PNR10030440,33,1,10,0.058333333333333334,0
PNR10030441,28,1,101,0.13416666666666666,0
PNR10030442,20,0,32,0.22666666666666668,0
PNR10030443,25,0,5,0.2041666666666667,0
PNR10030444,27,1,14,0.06166666666666667,0
PNR10030445,20,0,18,0.21500000000000002,0
PNR10030446,49,1,32,0.06666666666666667,0
PNR10030447,35,1,40,0.08333333333333334,0
PNR10030448,52,0,113,0.20416666666666666,0
PNR10030449,29,0,8,0.12666666666666668,0
PNR10030450,45,1,31,0.06583333333333333,0
PNR10030451,35,0,7,0.12583333333333335,0
PNR10030452,61,0,9,0.2575,0
PNR10030453,67,0,1,0.25083333333333335,1
PNR10030454,20,1,62,0.18166666666666667,0
PNR10030455,19,0,94,0.2783333333333333,1
PNR10030456,21,0,38,0.2316666666666667,0
PNR10030457,27,0,19,0.13583333333333333,1
PNR10030458,29,1,35,0.07916666666666666,0
PNR10030459,28,0,69,0.17750000000000002,0
PNR10030460,37,1,66,0.09499999999999999,0
PNR10030461,34,0,5,0.12416666666666668,0
PNR10030462,30,1,41,0.08416666666666667,0
PNR10030463,22,1,3,0.1325,0
PNR10030464,62,0,65,0.30416666666666664,0
PNR10030465,31,1,41,0.08416666666666667,0
PNR10030466,25,0,21,0.2175,1
PNR10030467,38,0,27,0.1325,0
PNR10030468,29,1,32,0.07666666666666667,0
PNR10030469,32,0,2,0.12166666666666667,1
PNR10030470,29,0,32,0.14666666666666667,0
PNR10030471,33,1,1,0.050833333333333335,0
PNR10030472,26,0,15,0.1325,0
PNR10030473,29,1,7,0.05583333333333334,0
PNR10030474,65,1,4,0.18333333333333332,0
PNR10030475,35,1,1,0.050833333333333335,0
PNR10030476,33,0,1,0.12083333333333335,0
PNR10030477,45,1,6,0.04499999999999999,0
PNR10030478,34,0,13,0.13083333333333333,0
PNR10030479,43,1,8,0.04666666666666666,0
PNR10030480,28,1,10,0.058333333333333334,1
PNR10030481,27,0,18,0.135,0
PNR10030482,22,0,9,0.20750000000000002,0
PNR10030483,39,1,28,0.06333333333333332,0
PNR10030484,19,0,6,0.20500000000000002,0
PNR10030485,30,1,7,0.05583333333333334,0
PNR10030486,23,1,8,0.13666666666666666,0
PNR10030487,19,0,82,0.2683333333333333,0
PNR10030488,65,0,33,0.27749999999999997,0
PNR10030489,24,0,11,0.20916666666666667,0
PNR10030490,34,0,39,0.15250000000000002,0
PNR10030491,24,0,53,0.24416666666666667,1
PNR10030492,25,0,77,0.26416666666666666,0
PNR10030493,40,0,2,0.11166666666666666,0
PNR10030494,63,0,54,0.295,1
PNR10030495,48,0,55,0.15583333333333332,0
PNR10030496,43,0,51,0.1525,0
PNR10030497,67,0,21,0.2675,1
PNR10030498,18,0,68,0.25666666666666665,0
PNR10030499,52,0,32,0.13666666666666666,0
PNR10030500,41,0,14,0.12166666666666667,0
PNR10030501,31,0,13,0.13083333333333333,0
PNR10030502,21,1,43,0.16583333333333333,1
PNR10030503,41,1,57,0.0875,0
PNR10030504,29,0,7,0.12583333333333335,1
PNR10030505,49,1,53,0.08416666666666667,0
PNR10030506,49,1,32,0.06666666666666667,0
PNR10030507,24,1,34,0.15833333333333333,0
PNR10030508,53,0,1,0.11083333333333334,0
PNR10030509,65,0,37,0.2808333333333333,0
PNR10030510,63,0,4,0.25333333333333335,0
PNR10030511,27,0,16,0.13333333333333333,0
PNR10030512,49,1,58,0.08833333333333332,0
PNR10030513,66,0,19,0.2658333333333333,0
PNR10030514,53,0,52,0.15333333333333332,1
PNR10030515,39,0,72,0.16999999999999998,0
PNR10030516,67,0,134,0.3616666666666667,0
PNR10030517,49,1,82,0.10833333333333332,0
PNR10030518,19,0,67,0.25583333333333336,0
PNR10030519,29,1,18,0.065,0
PNR10030520,67,1,50,0.22166666666666665,0
PNR10030521,21,1,26,0.15166666666666667,0
PNR10030522,41,1,21,0.057499999999999996,0
PNR10030523,21,0,9,0.20750000000000002,0
PNR10030524,53,0,1,0.11083333333333334,0
PNR10030525,66,0,112,0.3433333333333333,0
PNR10030526,48,1,14,0.05166666666666666,0
PNR10030527,29,0,29,0.14416666666666667,1
PNR10030528,19,0,21,0.2175,0
PNR10030529,22,0,41,0.2341666666666667,0
PNR10030530,27,0,8,0.12666666666666668,0
PNR10030531,48,0,7,0.11583333333333333,0
PNR10030532,23,1,19,0.14583333333333334,0
PNR10030533,44,1,1,0.040833333333333326,0
PNR10030534,56,1,35,0.20916666666666667,0
PNR10030535,39,1,52,0.08333333333333331,0
PNR10030536,27,1,43,0.08583333333333334,0
PNR10030537,44,1,93,0.1175,0
PNR10030538,68,0,15,0.2625,1
PNR10030539,61,1,4,0.18333333333333332,0
PNR10030540,29,0,74,0.18166666666666667,0
PNR10030541,60,0,13,0.2608333333333333,0
PNR10030542,57,0,60,0.3,0
PNR10030543,65,1,25,0.20083333333333334,1
PNR10030544,55,1,34,0.06833333333333333,0
PNR10030545,73,0,44,0.2866666666666667,1
PNR10030546,54,0,18,0.125,0
PNR10030547,52,1,16,0.05333333333333333,0
PNR10030548,51,1,36,0.06999999999999999,0
PNR10030549,50,0,6,0.115,0
PNR10030550,32,0,41,0.15416666666666667,1
PNR10030551,32,0,30,0.14500000000000002,0
PNR10030552,53,1,25,0.06083333333333332,0
PNR10030553,47,0,58,0.15833333333333333,0
PNR10030554,34,0,53,0.16416666666666668,0
PNR10030555,24,1,12,0.14,0
PNR10030556,40,0,12,0.12,0
PNR10030557,62,1,9,0.1875,0
PNR10030558,20,0,24,0.22,0
PNR10030559,70,1,10,0.18833333333333332,0
PNR10030560,62,1,14,0.19166666666666665,0
PNR10030561,22,1,12,0.14,0
PNR10030562,50,0,7,0.11583333333333333,0
PNR10030563,44,0,67,0.16583333333333333,0
PNR10030564,21,0,16,0.21333333333333335,0
PNR10030565,24,1,19,0.14583333333333334,0
PNR10030566,71,1,32,0.20666666666666667,0
PNR10030567,19,1,34,0.15833333333333333,0
PNR10030568,50,0,4,0.11333333333333333,0
PNR10030569,73,1,5,0.18416666666666667,0
PNR10030570,25,1,81,0.1975,0
PNR10030571,24,0,23,0.21916666666666668,1
PNR10030572,49,1,18,0.05499999999999999,0
PNR10030573,53,1,37,0.07083333333333333,0
PNR10030574,52,1,26,0.06166666666666666,0
PNR10030575,24,1,12,0.14,1
PNR10030576,69,1,21,0.19749999999999998,1
PNR10030577,60,1,7,0.18583333333333332,1
PNR10030578,59,0,32,0.27666666666666667,0
PNR10030579,49,0,20,0.12666666666666668,0
PNR10030580,49,1,34,0.06833333333333333,0
PNR10030581,35,0,30,0.14500000000000002,0
PNR10030582,22,0,20,0.21666666666666667,0
PNR10030583,73,1,46,0.21833333333333332,1
PNR10030584,47,1,41,0.07416666666666666,0
PNR10030585,45,1,14,0.05166666666666666,0
PNR10030586,32,0,25,0.14083333333333334,0
PNR10030587,46,1,42,0.07499999999999998,0
PNR10030588,46,1,53,0.08416666666666667,1
PNR10030589,24,1,20,0.14666666666666667,0
PNR10030590,61,0,51,0.2925,0
PNR10030591,46,1,7,0.04583333333333333,1
PNR10030592,21,0,1,0.20083333333333334,0
PNR10030593,24,0,2,0.2016666666666667,0
PNR10030594,19,1,65,0.18416666666666667,0
PNR10030595,28,1,7,0.05583333333333334,0
PNR10030596,48,0,16,0.12333333333333334,0
PNR10030597,23,0,21,0.2175,0
PNR10030598,30,0,1,0.12083333333333335,0
PNR10030599,23,1,93,0.20750000000000002,0
PNR10030600,32,0,10,0.12833333333333335,1
PNR10030601,26,1,37,0.08083333333333334,0
PNR10030602,46,0,30,0.135,0
PNR10030603,28,0,54,0.165,0
PNR10030604,41,0,135,0.22249999999999998,0
PNR10030605,27,1,16,0.06333333333333334,0
PNR10030606,38,1,47,0.07916666666666666,0
PNR10030607,72,1,18,0.195,0
PNR10030608,73,1,45,0.2175,1
PNR10030609,73,1,1,0.18083333333333332,0
PNR10030610,21,1,5,0.13416666666666668,0
PNR10030611,22,0,9,0.20750000000000002,0
PNR10030612,54,0,14,0.12166666666666667,1
PNR10030613,61,0,24,0.27,0
PNR10030614,45,0,108,0.2,0
PNR10030615,46,1,13,0.05083333333333333,0
PNR10030616,73,0,8,0.25666666666666665,1
PNR10030617,20,0,14,0.21166666666666667,1
PNR10030618,49,0,37,0.14083333333333334,1
PNR10030619,55,0,6,0.115,0
PNR10030620,31,0,59,0.1691666666666667,0
PNR10030621,69,1,74,0.24166666666666664,0
PNR10030622,39,0,14,0.12166666666666667,0
PNR10030623,29,0,13,0.13083333333333333,0
PNR10030624,45,0,29,0.13416666666666666,0
PNR10030625,58,0,4,0.25333333333333335,1
PNR10030626,27,0,25,0.14083333333333334,0
PNR10030627,54,0,5,0.11416666666666667,0
PNR10030628,70,0,30,0.275,0
PNR10030629,20,1,59,0.17916666666666667,0
PNR10030630,68,1,1,0.18083333333333332,0
PNR10030631,30,0,12,0.13,1
PNR10030632,22,0,34,0.22833333333333333,1
PNR10030633,57,1,16,0.19333333333333333,0
PNR10030634,40,0,18,0.125,0
PNR10030635,57,0,29,0.27416666666666667,0
PNR10030636,41,0,22,0.12833333333333333,0
PNR10030637,58,1,13,0.19083333333333333,0
PNR10030638,28,0,16,0.13333333333333333,0
PNR10030639,43,0,22,0.12833333333333333,0
PNR10030640,23,1,64,0.18333333333333335,0
PNR10030641,65,0,169,0.39083333333333337,0
PNR10030642,32,1,6,0.055,0
PNR10030643,49,1,28,0.06333333333333332,0
PNR10030644,34,0,10,0.12833333333333335,0
PNR10030645,29,1,30,0.075,0
PNR10030646,34,0,43,0.15583333333333335,0
PNR10030647,71,0,63,0.3025,1
PNR10030648,23,0,18,0.21500000000000002,0
PNR10030649,35,0,20,0.1366666666666667,0
PNR10030650,47,0,6,0.115,1
PNR10030651,31,0,9,0.1275,0
PNR10030652,47,0,3,0.1125,1
PNR10030653,45,1,85,0.11083333333333333,0
PNR10030654,53,0,16,0.12333333333333334,0
PNR10030655,19,1,8,0.13666666666666666,0
PNR10030656,43,0,75,0.1725,0
PNR10030657,28,0,25,0.14083333333333334,1
PNR10030658,43,1,29,0.06416666666666666,1
PNR10030659,54,0,34,0.13833333333333334,0
PNR10030660,51,0,23,0.12916666666666665,0
PNR10030661,20,1,57,0.1775,0
PNR10030662,25,0,15,0.21250000000000002,0
PNR10030663,36,0,23,0.12916666666666665,0
PNR10030664,41,0,28,0.13333333333333333,0
PNR10030665,39,1,28,0.06333333333333332,0
PNR10030666,20,1,3,0.1325,0
PNR10030667,32,1,35,0.07916666666666666,0
PNR10030668,42,0,29,0.13416666666666666,0
PNR10030669,37,0,25,0.13083333333333333,1
PNR10030670,39,0,20,0.12666666666666668,0
PNR10030671,29,0,25,0.14083333333333334,0
PNR10030672,54,1,3,0.042499999999999996,0
PNR10030673,29,1,17,0.06416666666666666,0
PNR10030674,21,1,21,0.1475,0
PNR10030675,19,0,91,0.2758333333333333,0
PNR10030676,57,0,9,0.2575,0
PNR10030677,40,1,59,0.08916666666666666,0
PNR10030678,24,0,130,0.30833333333333335,0
PNR10030679,42,0,13,0.12083333333333333,0
PNR10030680,21,1,60,0.18,0
PNR10030681,25,1,35,0.15916666666666668,0
PNR10030682,54,1,63,0.0925,0
PNR10030683,31,0,51,0.1625,0
PNR10030684,24,0,18,0.21500000000000002,1
PNR10030685,23,1,49,0.17083333333333334,0
PNR10030686,31,0,34,0.14833333333333334,0
PNR10030687,50,0,49,0.15083333333333332,0
PNR10030688,31,1,27,0.07250000000000001,0
PNR10030689,29,0,33,0.14750000000000002,0
PNR10030690,54,0,1,0.11083333333333334,0
PNR10030691,61,0,10,0.25833333333333336,1
PNR10030692,73,0,37,0.2808333333333333,0
PNR10030693,31,0,30,0.14500000000000002,0
PNR10030694,66,0,36,0.28,0
PNR10030695,32,0,7,0.12583333333333335,0
PNR10030696,19,1,14,0.14166666666666666,0
PNR10030697,57,0,29,0.27416666666666667,0
PNR10030698,62,0,36,0.28,0
PNR10030699,46,0,24,0.13,0
